hotel_id,city,distance,stars,rating,country,city_actual,rating_reviewcount,center1label,center2label,neighbourhood,ratingta,ratingta_count,distance_alter,accommodation_type,price,offer,offer_cat,year,month,weekend,holiday,nnights,scarce_room
15185.0,Rome,2.7,4.0,3.9,Italy,Rome,97.0,City centre,Grotta del Bue Marino,Aurelio,3.5,732.0,3.8,Hotel,134,0,0% no offer,2018,6,1,0,1,1
15185.0,Rome,2.7,4.0,3.9,Italy,Rome,97.0,City centre,Grotta del Bue Marino,Aurelio,3.5,732.0,3.8,Hotel,78,1,15-50% offer,2018,2,1,0,1,0
15186.0,Rome,3.5,3.0,2.5,Italy,Rome,17.0,City centre,Palazzo Madama,Aurelio,2.0,143.0,3.2,Hotel,62,0,0% no offer,2018,3,1,0,1,1
15186.0,Rome,3.5,3.0,2.5,Italy,Rome,17.0,City centre,Palazzo Madama,Aurelio,2.0,143.0,3.2,Hotel,35,1,15-50% offer,2018,2,1,0,1,1
15186.0,Rome,3.5,3.0,2.5,Italy,Rome,17.0,City centre,Palazzo Madama,Aurelio,2.0,143.0,3.2,Hotel,153,1,15-50% offer,2017,12,0,1,4,1
15186.0,Rome,3.5,3.0,2.5,Italy,Rome,17.0,City centre,Palazzo Madama,Aurelio,2.0,143.0,3.2,Hotel,35,1,15-50% offer,2017,11,0,0,1,1
15187.0,Rome,3.5,3.0,2.5,Italy,Rome,17.0,City centre,Grotta del Bue Marino,Aurelio,2.0,143.0,4.5,Hotel,62,0,0% no offer,2018,5,1,0,1,1
15187.0,Rome,3.5,3.0,2.5,Italy,Rome,17.0,City centre,Grotta del Bue Marino,Aurelio,2.0,143.0,4.5,Hotel,46,1,1-15% offer,2018,6,1,0,1,1
15187.0,Rome,3.5,3.0,2.5,Italy,Rome,17.0,City centre,Grotta del Bue Marino,Aurelio,2.0,143.0,4.5,Hotel,62,0,0% no offer,2018,4,1,0,1,1
15188.0,Rome,2.5,,4.0,Italy,Rome,123.0,City centre,Palazzo Madama,Aurelio,4.0,270.0,2.3,Bed and breakfast,78,1,50%-75% offer,2018,5,1,0,1,1
15188.0,Rome,2.5,,4.0,Italy,Rome,123.0,City centre,Palazzo Madama,Aurelio,4.0,270.0,2.3,Bed and breakfast,49,1,50%-75% offer,2018,2,1,0,1,1
15188.0,Rome,2.5,,4.0,Italy,Rome,123.0,City centre,Palazzo Madama,Aurelio,4.0,270.0,2.3,Bed and breakfast,97,1,50%-75% offer,2018,3,1,0,1,1
15188.0,Rome,2.5,,4.0,Italy,Rome,123.0,City centre,Palazzo Madama,Aurelio,4.0,270.0,2.3,Bed and breakfast,68,1,50%-75% offer,2017,11,0,0,1,1
15189.0,Rome,2.5,,4.0,Italy,Rome,123.0,City centre,Grotta del Bue Marino,Aurelio,4.0,270.0,3.6,Bed and breakfast,97,1,50%-75% offer,2018,4,1,0,1,1
15189.0,Rome,2.5,,4.0,Italy,Rome,123.0,City centre,Grotta del Bue Marino,Aurelio,4.0,270.0,3.6,Bed and breakfast,75,1,50%-75% offer,2018,6,1,0,1,1
15190.0,Rome,2.8,4.0,4.5,Italy,Rome,308.0,City centre,Palazzo Madama,Aurelio,4.5,804.0,2.5,Hotel,143,1,15-50% offer,2018,4,1,0,1,1
15190.0,Rome,2.8,4.0,4.5,Italy,Rome,308.0,City centre,Palazzo Madama,Aurelio,4.5,804.0,2.5,Hotel,143,1,15-50% offer,2018,3,1,0,1,1
15190.0,Rome,2.8,4.0,4.5,Italy,Rome,308.0,City centre,Palazzo Madama,Aurelio,4.5,804.0,2.5,Hotel,61,1,50%-75% offer,2017,12,0,1,1,1
15190.0,Rome,2.8,4.0,4.5,Italy,Rome,308.0,City centre,Palazzo Madama,Aurelio,4.5,804.0,2.5,Hotel,56,1,50%-75% offer,2018,2,1,0,1,1
15191.0,Rome,2.8,4.0,4.5,Italy,Rome,308.0,City centre,Grotta del Bue Marino,Aurelio,4.5,804.0,3.8,Hotel,143,1,15-50% offer,2018,6,1,0,1,1
15191.0,Rome,2.8,4.0,4.5,Italy,Rome,308.0,City centre,Grotta del Bue Marino,Aurelio,4.5,804.0,3.8,Hotel,372,1,15-50% offer,2017,12,0,1,4,1
15191.0,Rome,2.8,4.0,4.5,Italy,Rome,308.0,City centre,Grotta del Bue Marino,Aurelio,4.5,804.0,3.8,Hotel,52,1,50%-75% offer,2017,11,0,0,1,1
15191.0,Rome,2.8,4.0,4.5,Italy,Rome,308.0,City centre,Grotta del Bue Marino,Aurelio,4.5,804.0,3.8,Hotel,143,1,15-50% offer,2018,5,1,0,1,1
15192.0,Rome,2.7,,3.9,Italy,Rome,10.0,City centre,Palazzo Madama,Aurelio,4.5,35.0,2.4,Bed and breakfast,290,0,0% no offer,2017,12,0,1,1,1
15192.0,Rome,2.7,,3.9,Italy,Rome,10.0,City centre,Palazzo Madama,Aurelio,4.5,35.0,2.4,Bed and breakfast,580,0,0% no offer,2018,3,1,0,1,1
15192.0,Rome,2.7,,3.9,Italy,Rome,10.0,City centre,Palazzo Madama,Aurelio,4.5,35.0,2.4,Bed and breakfast,580,0,0% no offer,2018,5,1,0,1,1
15192.0,Rome,2.7,,3.9,Italy,Rome,10.0,City centre,Palazzo Madama,Aurelio,4.5,35.0,2.4,Bed and breakfast,281,0,0% no offer,2018,6,1,0,1,1
15192.0,Rome,2.7,,3.9,Italy,Rome,10.0,City centre,Palazzo Madama,Aurelio,4.5,35.0,2.4,Bed and breakfast,1091,1,1-15% offer,2017,12,0,1,4,1
15193.0,Rome,2.7,,3.9,Italy,Rome,10.0,City centre,Grotta del Bue Marino,Aurelio,4.5,35.0,3.7,Bed and breakfast,580,0,0% no offer,2018,4,1,0,1,1
15193.0,Rome,2.7,,3.9,Italy,Rome,10.0,City centre,Grotta del Bue Marino,Aurelio,4.5,35.0,3.7,Bed and breakfast,281,0,0% no offer,2017,11,0,0,1,1
15194.0,Rome,2.8,,4.1,Italy,Rome,81.0,City centre,Palazzo Madama,Aurelio,4.0,545.0,2.6,Guest House,106,0,0% no offer,2018,3,1,0,1,0
15194.0,Rome,2.8,,4.1,Italy,Rome,81.0,City centre,Palazzo Madama,Aurelio,4.0,545.0,2.6,Guest House,328,1,1-15% offer,2017,12,0,1,4,0
15194.0,Rome,2.8,,4.1,Italy,Rome,81.0,City centre,Palazzo Madama,Aurelio,4.0,545.0,2.6,Guest House,106,0,0% no offer,2018,4,1,0,1,0
15195.0,Rome,2.8,,4.1,Italy,Rome,81.0,City centre,Grotta del Bue Marino,Aurelio,4.0,545.0,3.9,Guest House,77,1,1-15% offer,2018,2,1,0,1,0
15195.0,Rome,2.8,,4.1,Italy,Rome,81.0,City centre,Grotta del Bue Marino,Aurelio,4.0,545.0,3.9,Guest House,62,1,15-50% offer,2017,11,0,0,1,0
15195.0,Rome,2.8,,4.1,Italy,Rome,81.0,City centre,Grotta del Bue Marino,Aurelio,4.0,545.0,3.9,Guest House,106,0,0% no offer,2018,6,1,0,1,0
15195.0,Rome,2.8,,4.1,Italy,Rome,81.0,City centre,Grotta del Bue Marino,Aurelio,4.0,545.0,3.9,Guest House,106,0,0% no offer,2018,5,1,0,1,0
15196.0,Rome,2.9,4.0,4.0,Italy,Rome,163.0,City centre,Palazzo Madama,Aurelio,4.0,575.0,2.6,Hotel,145,1,15-50% offer,2018,2,1,0,1,0
15196.0,Rome,2.9,4.0,4.0,Italy,Rome,163.0,City centre,Palazzo Madama,Aurelio,4.0,575.0,2.6,Hotel,595,1,15-50% offer,2017,12,0,1,4,0
15196.0,Rome,2.9,4.0,4.0,Italy,Rome,163.0,City centre,Palazzo Madama,Aurelio,4.0,575.0,2.6,Hotel,163,1,1-15% offer,2018,5,1,0,1,0
15196.0,Rome,2.9,4.0,4.0,Italy,Rome,163.0,City centre,Palazzo Madama,Aurelio,4.0,575.0,2.6,Hotel,232,0,0% no offer,2018,4,1,0,1,0
15196.0,Rome,2.9,4.0,4.0,Italy,Rome,163.0,City centre,Palazzo Madama,Aurelio,4.0,575.0,2.6,Hotel,117,1,15-50% offer,2017,11,0,0,1,0
15196.0,Rome,2.9,4.0,4.0,Italy,Rome,163.0,City centre,Palazzo Madama,Aurelio,4.0,575.0,2.6,Hotel,232,0,0% no offer,2018,3,1,0,1,0
15197.0,Rome,2.9,4.0,4.0,Italy,Rome,163.0,City centre,Grotta del Bue Marino,Aurelio,4.0,575.0,3.9,Hotel,163,1,1-15% offer,2018,6,1,0,1,0
15198.0,Rome,3.5,4.0,3.7,Italy,Rome,104.0,City centre,Palazzo Madama,Aurelio,4.0,671.0,3.2,Hotel,111,0,0% no offer,2018,4,1,0,1,0
15198.0,Rome,3.5,4.0,3.7,Italy,Rome,104.0,City centre,Palazzo Madama,Aurelio,4.0,671.0,3.2,Hotel,55,1,50%-75% offer,2017,11,0,0,1,1
15198.0,Rome,3.5,4.0,3.7,Italy,Rome,104.0,City centre,Palazzo Madama,Aurelio,4.0,671.0,3.2,Hotel,100,1,1-15% offer,2018,5,1,0,1,0
15198.0,Rome,3.5,4.0,3.7,Italy,Rome,104.0,City centre,Palazzo Madama,Aurelio,4.0,671.0,3.2,Hotel,111,0,0% no offer,2018,3,1,0,1,1
15198.0,Rome,3.5,4.0,3.7,Italy,Rome,104.0,City centre,Palazzo Madama,Aurelio,4.0,671.0,3.2,Hotel,279,1,15-50% offer,2017,12,0,1,4,1
15198.0,Rome,3.5,4.0,3.7,Italy,Rome,104.0,City centre,Palazzo Madama,Aurelio,4.0,671.0,3.2,Hotel,56,1,50%-75% offer,2017,12,0,1,1,1
15198.0,Rome,3.5,4.0,3.7,Italy,Rome,104.0,City centre,Palazzo Madama,Aurelio,4.0,671.0,3.2,Hotel,100,1,1-15% offer,2018,6,1,0,1,0
15199.0,Rome,3.5,4.0,3.7,Italy,Rome,104.0,City centre,Grotta del Bue Marino,Aurelio,4.0,671.0,4.5,Hotel,57,1,50%-75% offer,2018,2,1,0,1,1
15200.0,Rome,4.1,4.0,4.0,Italy,Rome,80.0,City centre,Palazzo Madama,Aurelio,3.5,110.0,3.8,Hotel,94,0,0% no offer,2018,5,1,0,1,0
15200.0,Rome,4.1,4.0,4.0,Italy,Rome,80.0,City centre,Palazzo Madama,Aurelio,3.5,110.0,3.8,Hotel,59,1,1-15% offer,2017,12,0,1,1,0
15200.0,Rome,4.1,4.0,4.0,Italy,Rome,80.0,City centre,Palazzo Madama,Aurelio,3.5,110.0,3.8,Hotel,57,1,1-15% offer,2017,11,0,0,1,0
15200.0,Rome,4.1,4.0,4.0,Italy,Rome,80.0,City centre,Palazzo Madama,Aurelio,3.5,110.0,3.8,Hotel,93,1,1-15% offer,2018,3,1,0,1,0
15200.0,Rome,4.1,4.0,4.0,Italy,Rome,80.0,City centre,Palazzo Madama,Aurelio,3.5,110.0,3.8,Hotel,94,0,0% no offer,2018,6,1,0,1,0
15201.0,Rome,4.1,4.0,4.0,Italy,Rome,80.0,City centre,Grotta del Bue Marino,Aurelio,3.5,110.0,5.1,Hotel,80,0,0% no offer,2018,4,1,0,1,0
15201.0,Rome,4.1,4.0,4.0,Italy,Rome,80.0,City centre,Grotta del Bue Marino,Aurelio,3.5,110.0,5.1,Hotel,272,1,1-15% offer,2017,12,0,1,4,0
15202.0,Rome,2.9,4.0,4.1,Italy,Rome,272.0,City centre,Palazzo Madama,Aurelio,4.0,2971.0,2.6,Hotel,168,1,15-50% offer,2018,6,1,0,1,0
15202.0,Rome,2.9,4.0,4.1,Italy,Rome,272.0,City centre,Palazzo Madama,Aurelio,4.0,2971.0,2.6,Hotel,113,1,15-50% offer,2017,11,0,0,1,0
15202.0,Rome,2.9,4.0,4.1,Italy,Rome,272.0,City centre,Palazzo Madama,Aurelio,4.0,2971.0,2.6,Hotel,139,1,15-50% offer,2018,3,1,0,1,0
15202.0,Rome,2.9,4.0,4.1,Italy,Rome,272.0,City centre,Palazzo Madama,Aurelio,4.0,2971.0,2.6,Hotel,148,1,15-50% offer,2018,4,1,0,1,0
15203.0,Rome,2.9,4.0,4.1,Italy,Rome,272.0,City centre,Grotta del Bue Marino,Aurelio,4.0,2971.0,3.9,Hotel,455,1,15-50% offer,2017,12,0,1,4,0
15203.0,Rome,2.9,4.0,4.1,Italy,Rome,272.0,City centre,Grotta del Bue Marino,Aurelio,4.0,2971.0,3.9,Hotel,104,1,50%-75% offer,2018,2,1,0,1,0
15203.0,Rome,2.9,4.0,4.1,Italy,Rome,272.0,City centre,Grotta del Bue Marino,Aurelio,4.0,2971.0,3.9,Hotel,168,1,15-50% offer,2018,5,1,0,1,0
15204.0,Rome,4.1,4.0,3.4,Italy,Rome,46.0,City centre,Palazzo Madama,Aurelio,3.5,710.0,3.8,Hotel,94,1,1-15% offer,2018,5,1,0,1,0
15204.0,Rome,4.1,4.0,3.4,Italy,Rome,46.0,City centre,Palazzo Madama,Aurelio,3.5,710.0,3.8,Hotel,94,1,1-15% offer,2018,4,1,0,1,0
15205.0,Rome,4.1,4.0,3.4,Italy,Rome,46.0,City centre,Grotta del Bue Marino,Aurelio,3.5,710.0,5.1,Hotel,61,1,15-50% offer,2017,11,0,0,1,0
15205.0,Rome,4.1,4.0,3.4,Italy,Rome,46.0,City centre,Grotta del Bue Marino,Aurelio,3.5,710.0,5.1,Hotel,94,1,1-15% offer,2018,6,1,0,1,0
15206.0,Rome,2.3,,4.3,Italy,Rome,4.0,City centre,Palazzo Madama,Aurelio,3.5,21.0,2.0,Guest House,81,0,0% no offer,2017,11,0,0,1,1
15206.0,Rome,2.3,,4.3,Italy,Rome,4.0,City centre,Palazzo Madama,Aurelio,3.5,21.0,2.0,Guest House,84,0,0% no offer,2018,6,1,0,1,0
15207.0,Rome,2.3,,4.3,Italy,Rome,4.0,City centre,Grotta del Bue Marino,Aurelio,3.5,21.0,3.3,Guest House,84,0,0% no offer,2018,4,1,0,1,0
15207.0,Rome,2.3,,4.3,Italy,Rome,4.0,City centre,Grotta del Bue Marino,Aurelio,3.5,21.0,3.3,Guest House,87,0,0% no offer,2017,12,0,1,1,1
15207.0,Rome,2.3,,4.3,Italy,Rome,4.0,City centre,Grotta del Bue Marino,Aurelio,3.5,21.0,3.3,Guest House,305,0,0% no offer,2017,12,0,1,4,1
15207.0,Rome,2.3,,4.3,Italy,Rome,4.0,City centre,Grotta del Bue Marino,Aurelio,3.5,21.0,3.3,Guest House,90,0,0% no offer,2018,5,1,0,1,1
15207.0,Rome,2.3,,4.3,Italy,Rome,4.0,City centre,Grotta del Bue Marino,Aurelio,3.5,21.0,3.3,Guest House,84,0,0% no offer,2018,2,1,0,1,0
15208.0,Rome,3.2,4.0,3.7,Italy,Rome,123.0,City centre,Palazzo Madama,Aurelio,3.5,360.0,2.9,Hotel,81,1,15-50% offer,2018,4,1,0,1,1
15208.0,Rome,3.2,4.0,3.7,Italy,Rome,123.0,City centre,Palazzo Madama,Aurelio,3.5,360.0,2.9,Hotel,100,1,15-50% offer,2018,5,1,0,1,1
15208.0,Rome,3.2,4.0,3.7,Italy,Rome,123.0,City centre,Palazzo Madama,Aurelio,3.5,360.0,2.9,Hotel,47,1,15-50% offer,2017,11,0,0,1,1
15208.0,Rome,3.2,4.0,3.7,Italy,Rome,123.0,City centre,Palazzo Madama,Aurelio,3.5,360.0,2.9,Hotel,81,1,15-50% offer,2018,3,1,0,1,1
15208.0,Rome,3.2,4.0,3.7,Italy,Rome,123.0,City centre,Palazzo Madama,Aurelio,3.5,360.0,2.9,Hotel,49,1,15-50% offer,2017,12,0,1,1,1
15208.0,Rome,3.2,4.0,3.7,Italy,Rome,123.0,City centre,Palazzo Madama,Aurelio,3.5,360.0,2.9,Hotel,195,1,15-50% offer,2017,12,0,1,4,1
15209.0,Rome,3.2,4.0,3.7,Italy,Rome,123.0,City centre,Grotta del Bue Marino,Aurelio,3.5,360.0,4.2,Hotel,56,1,15-50% offer,2018,2,1,0,1,1
15209.0,Rome,3.2,4.0,3.7,Italy,Rome,123.0,City centre,Grotta del Bue Marino,Aurelio,3.5,360.0,4.2,Hotel,85,1,15-50% offer,2018,6,1,0,1,1
15210.0,Rome,4.0,,3.9,Italy,Rome,351.0,City centre,Palazzo Madama,Aurelio,3.5,1523.0,3.7,Caravan Park,34,1,15-50% offer,2018,5,1,0,1,1
